url,facilities,about,name,address,geocode_address_suburb,long_suburb,lat_suburb,geocode_address_no_suburb,long_no_suburb,lat_no_suburb,dist_suburb,dist_no_suburb,ratio_suburb,ratio_no_suburb
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=495,"Playground, viewing platform",Local green open space.,Edenvale Reserve,"9 Edenvale Park Road, Mt Eden","9 Edenvale Park Rd, Mount Eden, Auckland 1024, New Zealand",-36.8708048,174.7557421,"9 Edenvale Park Rd, Mount Eden, Auckland 1024, New Zealand",-36.8708048,174.7557421,9,17,0.9174311926605505,0.8282828282828283
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=490,Playground,Local green open space.,Edendale Reserve,"423 Sandringham Road, Sandringham","423 Sandringham Rd, Sandringham, Auckland 1025, New Zealand",-36.8884219,174.7371977,"423 Sandringham Rd, Sandringham, Auckland 1025, New Zealand",-36.8884219,174.7371977,6,18,0.9473684210526315,0.82
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10725,"playground, toilets",Local Reserve - Coastal,Eastern Beach,"49R The Esplanade, Eastern Beach","49 The Esplanade, Eastern Beach, Auckland 2012, New Zealand",-36.8760785,174.9159823,"49 The Esplanade, Eastern Beach, Auckland 2012, New Zealand",-36.8760785,174.9159823,6,20,0.9473684210526315,0.7959183673469388
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=480,"Barbecue, tables, playground, toilets.",Sports Park,Eastdale Reserve,"33 to 37 Eastdale Road, Avondale","33 Eastdale Rd, Avondale, Auckland 1026, New Zealand",-36.8862567,174.6878569,"33 Eastdale Rd, Avondale, Auckland 1026, New Zealand",-36.8862567,174.6878569,6,15,0.94,0.8314606741573034
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10722,"playground, toilets",Local Park - Sport,East Tamaki Reserve,"244R East Tamaki Road, Otara","244 E Tamaki Rd, Otara, Auckland 2023, New Zealand",-36.9583621,174.8881985,"244 E Tamaki Rd, Otara, Auckland 2023, New Zealand",-36.9583621,174.8881985,9,15,0.9090909090909091,0.8351648351648352
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10721,playground,Local Park - Leisure,East Reserve,"2R East Street, Drury","2 East St, Drury 2113, New Zealand",-37.099553,174.9508225,"2 East St, Auckland, Auckland 1010, New Zealand",-36.8583105,174.7580096,10,15,0.8108108108108109,0.810126582278481
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10719,playground,Local Park - Leisure,Earnslaw Park,"24R Earnslaw Crescent, 48 Aspiring Road, Manukau Central","48 Aspiring Ave, Clover Park, Auckland 2023, New Zealand",-36.9839106,174.903255,"48 Aspiring Ave, Clover Park, Auckland 2023, New Zealand",-36.9839106,174.903255,41,31,0.6307692307692307,0.6428571428571429
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10717,playground,Local Park - Leisure,Durham Green,"14 Roby Street, Te Atatu Peninsula","14 Roby St, Te Atatu Peninsula, Auckland 0610, New Zealand",-36.8367732,174.653724,"14 Roby St, Te Atatu Peninsula, Auckland 0610, New Zealand",-36.8367732,174.653724,6,25,0.9464285714285714,0.7252747252747253
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10700,"playground, toilets",Local Park - Sport,Drury Domain,"214 Great South Road, Drury","214 Great South Rd, Drury 2113, New Zealand",-37.1022098,174.9525904,"214 Great South Rd, Epsom, Auckland 1051, New Zealand",-36.8841505,174.7867532,10,12,0.8478260869565217,0.8723404255319149
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10696,"playground, toilets",,Dr John Lightbody Reserve,"Clayton Place, Tuakau","Dr John Lightbody Reserve, Tuakau 2121, New Zealand",-37.265097,174.9459862,"Dr John Lightbody Reserve, Tuakau 2121, New Zealand",-37.265097,174.9459862,10,9,0.8703703703703703,0.8686868686868687
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10686,playground,Local Park - Leisure,Don Buck Corner,"20-28 Don Buck Road, Massey","20/28 Don Buck Rd, Massey, Auckland 0614, New Zealand",-36.858,174.6091554,"20/28 Don Buck Rd, Massey, Auckland 0614, New Zealand",-36.858,174.6091554,7,14,0.9215686274509803,0.8387096774193549
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10682,playground,Local Park - Leisure,Dissmeyer Park,"18R Dissmeyer Drive, Flat Bush","18 Dissmeyer Dr, Clover Park, Auckland 2023, New Zealand",-36.9804569,174.8980837,"18 Dissmeyer Dr, Clover Park, Auckland 2023, New Zealand",-36.9804569,174.8980837,15,18,0.7924528301886793,0.8085106382978723
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=460,Playground,Local green open space.,Dickey Reserve,"19 Dickey Street, Avondale","19 Dickey St, New Windsor, Auckland 0600, New Zealand",-36.9054338,174.714203,"19 Dickey St, New Windsor, Auckland 0600, New Zealand",-36.9054338,174.714203,14,18,0.8080808080808081,0.7954545454545454
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10678,playground,Local Park - Leisure,Devonshire Reserve,"Devonshire Road, Unsworth Heights","Devonshire Rd, Unsworth Heights, Auckland 0632, New Zealand",-36.7558237,174.7222477,"Devonshire Rd, Unsworth Heights, Auckland 0632, New Zealand",-36.7558237,174.7222477,12,21,0.8907563025210085,0.76
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10677,"playground, toilets",Premier Park - Sport,Devonport Domain,"Cambridge Terrace, Devonport","Devonport Domain, Devonport, Auckland 0624, New Zealand",-36.8265022,174.8062749,"Devonport Domain, Devonport, Auckland 0624, New Zealand",-36.8265022,174.8062749,6,16,0.9433962264150944,0.8297872340425532
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=455,,Local green open space.,Devon Reserve,"55 Virginia Avenue West, Eden Terrace","55 Virginia Ave W, Eden Terrace, Auckland 1021, New Zealand",-36.8645951,174.754333,"55 Virginia Ave W, Eden Terrace, Auckland 1021, New Zealand",-36.8645951,174.754333,9,17,0.9230769230769231,0.8235294117647058
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10676,playground,Local Park - Leisure,Derrimore Park,"6R Derrimore Heights, Clover Park","6 Derrimore Heights, Clover Park, Auckland 2023, New Zealand",-36.9887803,174.8918951,"6 Derrimore Heights, Clover Park, Auckland 2023, New Zealand",-36.9887803,174.8918951,6,18,0.9482758620689655,0.8235294117647058
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10651,,Heritage/Historical Significance,David Nathan Park,"68R Hill Road, Hill Park","68 Park Hill Rd, Birkenhead, Auckland 0626, New Zealand",-36.8024022,174.7203555,"68 Hill Rd, Manurewa, Auckland 2102, New Zealand",-37.0158848,174.9027187,20,15,0.76,0.8148148148148148
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10650,"playground, toilets",Local Park - Sport,David Lange Park,"98R Bader Drive, Mangere","98 Bader Dr, Mangere, Auckland 2022, New Zealand",-36.9688414,174.799401,"98 Bader Dr, Mangere, Auckland 2022, New Zealand",-36.9688414,174.799401,6,14,0.9347826086956522,0.8292682926829268
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10648,playground,Local Park - Leisure,Darren Park,"35R Darren Crescent, Highland Park","35 Darren Cres, Half Moon Bay, Auckland 2012, New Zealand",-36.8903371,174.9063112,"35 Darren Cres, Half Moon Bay, Auckland 2012, New Zealand",-36.8903371,174.9063112,17,20,0.8,0.7872340425531915
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10644,playground,Local Park - Leisure,Dalmatia Green,"9-11 Chislehurst Street, Henderson","9/11 Chislehurst St, Henderson, Auckland 0612, New Zealand",-36.8994097,174.6263552,"9/11 Chislehurst St, Henderson, Auckland 0612, New Zealand",-36.8994097,174.6263552,7,17,0.9285714285714286,0.82
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=440,Playground,Local green open space.,Dallas Reserve,"4 to 6 Dallas Place, Avondale","4 Dallas Pl, New Windsor, Auckland 0600, New Zealand",-36.9109509,174.7163159,"4 Dallas Pl, New Windsor, Auckland 0600, New Zealand",-36.9109509,174.7163159,16,17,0.78,0.7865168539325843
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10641,playground,Local Park - Leisure,Dairyland Park,"17R Dairyland Drive and 20 Monivea Place, Dannemora","20 Monivea Pl, East Tamaki Heights, Auckland 2016, New Zealand",-36.9380339,174.9213493,"20 Monivea Pl, East Tamaki Heights, Auckland 2016, New Zealand",-36.9380339,174.9213493,42,35,0.631578947368421,0.628099173553719
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10636,playground,Local Park - Leisure,Da Vinci Park,"14A Da Vinci Place, West Harbour","14 Da Vinci Pl, West Harbour, Auckland 0618, New Zealand",-36.8213103,174.6385671,"14 Da Vinci Pl, West Harbour, Auckland 0618, New Zealand",-36.8213103,174.6385671,9,18,0.918918918918919,0.7916666666666666
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10695,playground,,D'Oyly Stanmore Bay Weir Reserve,"Reserve end of 61 Charlotte Street Walkaway, Stanmore Bay","Stanmore Bay, Whangaparaoa, New Zealand",-36.6258298,174.7301467,"Auckland, New Zealand",-36.8484597,174.7633315,38,34,0.5871559633027523,0.5526315789473685
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10635,playground,Esplanade,Cyril French Park,"6R Baverstock Road, Dannemora","6 Baverstock Rd, Flat Bush, Auckland 2016, New Zealand",-36.9550996,174.9113204,"6 Baverstock Rd, Flat Bush, Auckland 2016, New Zealand",-36.9550996,174.9113204,14,16,0.7884615384615384,0.8260869565217391
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10633,playground,Local Park - Leisure,Cyclamen Park,"15R Cyclamen Road, Mangere","15 Cyclamen Rd, Mangere, Auckland 2022, New Zealand",-36.9797428,174.8029849,"15 Cyclamen Rd, Mangere, Auckland 2022, New Zealand",-36.9797428,174.8029849,6,14,0.9387755102040817,0.8409090909090909
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10631,playground,Local Park - Leisure,Cutler Reserve,"19A Golf Road, New Lynn","19 Golf Rd, New Lynn, Auckland 0600, New Zealand",-36.9231583,174.6850188,"19 Golf Rd, New Lynn, Auckland 0600, New Zealand",-36.9231583,174.6850188,6,15,0.9347826086956522,0.8148148148148148
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10626,"playground, toilets",A large open space surrounded by lush Waitakere bush.,Crum Park,"52A Hilling Street, Titirangi","52 Hilling St, Titirangi, Auckland 0604, New Zealand",-36.9294962,174.6661486,"52 Hilling St, Titirangi, Auckland 0604, New Zealand",-36.9294962,174.6661486,6,16,0.94,0.8181818181818182
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10623,playground,Local Park - Leisure,Crown Park,"45R Cobham Crescent, Otara","45 Cobham Cres, Otara, Auckland 2023, New Zealand",-36.9650808,174.8797629,"45 Cobham Cres, Otara, Auckland 2023, New Zealand",-36.9650808,174.8797629,6,12,0.9361702127659575,0.8604651162790697
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=435,"Playground, boardwalk, drinking fountain, bike stands, toilets.",Huge sportspark catering to many recreational activities such as league and rugby in winter to baseball and softball in summer. The Glendowie Community Hall is adjacent to the park.,Crossfield Reserve,"83 Crossfield Road, Glendowie","83 Crossfield Rd, Glendowie, Auckland 1071, New Zealand",-36.8653723,174.8670123,"83 Crossfield Rd, Glendowie, Auckland 1071, New Zealand",-36.8653723,174.8670123,6,16,0.9433962264150944,0.8297872340425532
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10619,playground,Local Park - Leisure,Cron Reserve,"15 Cron Avenue, Te Atatu South","15 Cron Ave, Te Atatu South, Auckland 0610, New Zealand",-36.8841134,174.6473712,"15 Cron Ave, Te Atatu South, Auckland 0610, New Zealand",-36.8841134,174.6473712,6,21,0.9433962264150944,0.7640449438202247
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10609,playground,Local Park - Leisure,Cranston Street Reserve,"Cranston Road, Torbay","Cranston St, Torbay, Auckland 0632, New Zealand",-36.7055846,174.7329482,"Cranston St, Torbay, Auckland 0632, New Zealand",-36.7055846,174.7329482,18,15,0.8235294117647058,0.7741935483870968
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=430,"The park caters for a range of informal recreational activities. A large grassed area on the western side contains a playground, barbecue and car park. Several tall tree specimens, mainly pine, are also dotted throughout this area.","Craigavon Park is bordered by Portage Road, Connell Street, Connaught Street and Kinross Street. It contains a diverse landscape that can be divided into approximately two-thirds regenerating native forest and one-third grassland. Its topography is flat to easy grade with the highest points located on the park boundaries.",Craigavon Park,"82 to 86 Kinross Street, Blockhouse Bay","82 Kinross St, Blockhouse Bay, Auckland 0600, New Zealand",-36.9263359,174.6910726,"82 Kinross St, Blockhouse Bay, Auckland 0600, New Zealand",-36.9263359,174.6910726,6,21,0.9454545454545454,0.7741935483870968
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=425,"There is significant mature coastal vegetation along the cliff top. Defined, well-structured access paths lead from the park to Pt Chevalier beach, along with a number of informal access paths down the cliffside.","Coyle Park has an open environment covering nearly 5 hectares, fantastic harbour views and a coastal edge characterised by steep cliffs and rock shelf exposed at low tide.",Coyle Park,"528 Pt Chevalier Road, Pt Chevalier","528 Point Chevalier Rd, Point Chevalier, Auckland 1022, New Zealand",-36.8526651,174.70405,"528 Point Chevalier Rd, Point Chevalier, Auckland 1022, New Zealand",-36.8526651,174.70405,12,25,0.9032258064516129,0.7706422018348624
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=420,"The creek area encompasses the re-established native vegetation, mangroves, and environmental trail (path and boardwalks). The north western area of Cox’s Bay Reserve is generally flat with sloping land on either side. The hill areas and escarpments are covered with exotic and native tree or shrub species, with some areas of grass. The estuarine areas are covered with mangroves and the immediate embankments of local vegetation, mostly being revegetation plantings.","Cox’s Bay Reserve involves the sports field and creek area from West End Road in the north to Richmond Road in the south, covering some 14 hectares.",Cox's Bay Reserve,"44 to 66 West End Road, Herne Bay","44 West End Road, Herne Bay, Auckland 1022, New Zealand",-36.8504889,174.7260562,"44 West End Road, Herne Bay, Auckland 1022, New Zealand",-36.8504889,174.7260562,8,18,0.9230769230769231,0.8043478260869565
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=410,Playground,Local green open space.,Costley Park,"3 to 17 Costley Street, Freemans Bay","3 Costley St, Freemans Bay, Auckland 1011, New Zealand",-36.8493972,174.7467826,"3 Costley St, Freemans Bay, Auckland 1011, New Zealand",-36.8493972,174.7467826,6,19,0.9423076923076923,0.7865168539325843
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10596,playground,Local Park - Leisure,Corran Reserve,"5-7 Dunbarton Drive, Ranui","5-7 Dunbarton Dr, Ranui, Auckland 0612, New Zealand",-36.8621678,174.6027919,"5-7 Dunbarton Dr, Ranui, Auckland 0612, New Zealand",-36.8621678,174.6027919,6,12,0.9387755102040817,0.8666666666666667
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10584,playground,Local Park - Leisure,Copley Reserve,"38 Copley Street, New Lynn","38 Copley St, New Lynn, Auckland 0600, New Zealand",-36.901104,174.6697051,"38 Copley St, New Lynn, Auckland 0600, New Zealand",-36.901104,174.6697051,6,15,0.9375,0.8235294117647058
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10581,,Local Park - Leisure,Cooper Park,"35R Whitley Crescent, Otara","35 Whitley Cres, Otara, Auckland 2023, New Zealand",-36.9677132,174.8737387,"35 Whitley Cres, Otara, Auckland 2023, New Zealand",-36.9677132,174.8737387,6,12,0.9375,0.8636363636363636
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10583,"playground, toilets",,Cooper Lea Reserve,"End of Cooper Road, Stanmore Bay","Cooper Rd, Stanmore Bay, Whangaparaoa 0932, New Zealand",-36.6190388,174.7271399,"Cooper Cres, Otara, Auckland 2023, New Zealand",-36.9690595,174.8757219,26,15,0.7027027027027027,0.7816091954022989
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10576,playground,Premier Park - Leisure,Connemara Reserve,"38 Connemara Court, West Harbour","38 Connemara Ct, West Harbour, Auckland 0618, New Zealand",-36.8033917,174.6402716,"38 Connemara Ct, West Harbour, Auckland 0618, New Zealand",-36.8033917,174.6402716,9,18,0.9203539823008849,0.8163265306122449
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=395,Playground,Local green open space.,Commissariat Reserve,"82b Commissariat Road, Mt Wellington","82 Commissariat Rd, Mount Wellington, Auckland 1060, New Zealand",-36.9142326,174.8283487,"82 Commissariat Rd, Mount Wellington, Auckland 1060, New Zealand",-36.9142326,174.8283487,9,23,0.9256198347107438,0.780952380952381
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10569,"playground, toilets",Local Park - Sport,Collins Park,"Greenhithe Road, Greenhithe","Collins Park, Greenhithe, Auckland 0632, New Zealand",-36.7750923,174.6719398,"Collins Park, Greenhithe, Auckland 0632, New Zealand",-36.7750923,174.6719398,6,17,0.94,0.8045977011494253
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10568,playground,Local Park - Sport,Colin Lawrie Fields,"Reynolds Road, Pukekohe","Colin Lawrie Fields, Pukekohe 2120, New Zealand",-37.1919415,174.9131249,"Colin Lawrie Fields, Pukekohe 2120, New Zealand",-37.1919415,174.9131249,10,11,0.86,0.8089887640449438
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10565,"playground, toilets",Local Reserve - Coastal,Cockle Bay Reserve,"12R and 47R Shelly Beach Parade, 96R Cockle Bay Road, Cockle Bay","96 Cockle Bay Rd, Cockle Bay, Auckland 2014, New Zealand",-36.8998777,174.9492336,"96 Cockle Bay Rd, Cockle Bay, Auckland 2014, New Zealand",-36.8998777,174.9492336,38,33,0.7285714285714285,0.6771653543307087
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10557,playground,Local Park - Leisure,Clydesdale Park,"16R Clydesdale Avenue, North Park","16 Clydesdale Ave, Somerville, Auckland 2014, New Zealand",-36.9178821,174.9337753,"16 Clydesdale Ave, Somerville, Auckland 2014, New Zealand",-36.9178821,174.9337753,15,17,0.8,0.8247422680412371
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10549,playground,Local Park - Sport,Clive Howe Road Recreation Reserve,"Clive Howe Road, Patumahoe","Clive Howe Road Recreation Reserve Clive Howe Rd, Patumahoe 2679, New Zealand",-37.1858374,174.8336581,"Clive Howe Road Recreation Reserve Clive Howe Rd, Patumahoe 2679, New Zealand",-37.1858374,174.8336581,23,26,0.8082191780821918,0.7761194029850746
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=390,"Playground, tables",Access to St Heliers Beach at the eastern end of the beach. Nice family area and popular for picnics and playing on either the grass or sand,Cliff Road Reserve,"1 to 69 Cliff Road, St Heliers","1 Cliff Rd, St Heliers, Auckland 1071, New Zealand",-36.8496115,174.8597484,"1 Cliff Rd, Torbay, Auckland 0630, New Zealand",-36.6911833,174.7541422,6,13,0.9375,0.8354430379746836
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10533,playground,Local Park - Leisure,Clavoy Park,"5R Clavoy Place, East Tamaki","5 Clavoy Pl, East Tamaki, Auckland 2016, New Zealand",-36.9456328,174.9081498,"5 Clavoy Pl, East Tamaki, Auckland 2016, New Zealand",-36.9456328,174.9081498,9,17,0.912621359223301,0.7865168539325843
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10528,"playground, toilets",Local Park - Coastal,Clarks Beach Recreation Reserve,"Stevenson Road, Clarks Beach","Clarks Beach, New Zealand",-37.1355486,174.7020383,"Recreation Dr, Birkenhead, Auckland 0626, New Zealand",-36.8055633,174.7244463,44,29,0.5319148936170213,0.6915887850467289
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10524,playground,Local Park - Leisure,Clarice Reserve,"16R Clarice Place, Takanini","16 Clarice Pl, Takanini 2112, New Zealand",-37.0379466,174.928176,"16 Clarice Pl, Takanini 2112, New Zealand",-37.0379466,174.928176,13,14,0.8131868131868132,0.8
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10523,playground,Local Park - Leisure,Clarence Reserve,"29-31 Chamari Close, Titirangi","29-31 Chamari Cl, Titirangi, Auckland 0604, New Zealand",-36.9267975,174.6564391,"29-31 Chamari Cl, Titirangi, Auckland 0604, New Zealand",-36.9267975,174.6564391,9,16,0.9174311926605505,0.8041237113402062
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10515,playground,,Church Hill Reserve,"3 Church Hill, Warkworth","3 Church Hill, Warkworth 0910, New Zealand",-36.4014156,174.6639752,"3 Church Hill, Warkworth 0910, New Zealand",-36.4014156,174.6639752,10,13,0.8444444444444444,0.7692307692307693
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10514,"BBQ,playground, toilets",A coastal reserve perfect for a quiet day in the sun or kayak in the harbour waters.,Christmas Beach,"Next to 94 The Terrace, Herald Island","Christmas Beach The Terrace, Herald Island, Auckland 0618, New Zealand",-36.7770721,174.6589875,"Christmas Beach The Terrace, Herald Island, Auckland 0618, New Zealand",-36.7770721,174.6589875,17,32,0.8548387096774194,0.7037037037037037
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10458,playground,Local Park - Leisure,Caringbah Park,"9R Caringbah Drive, Papatoetoe","9 Caringbah Dr, Papatoetoe, Auckland 2025, New Zealand",-36.9841553,174.8352057,"9 Caringbah Dr, Papatoetoe, Auckland 2025, New Zealand",-36.9841553,174.8352057,6,17,0.9423076923076923,0.8131868131868132
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10457,playground,Local Park - Leisure,Cargill Reserve,"91R Cargill Street, Papakura Central","91 Cargill St, Papakura, Papakura 2110, New Zealand",-37.0544239,174.9641042,"91 Cargill St, Papakura, Papakura 2110, New Zealand",-37.0544239,174.9641042,17,19,0.7735849056603774,0.735632183908046
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=335,Playground,Local green open space.,Canal Road Reserve,"14 Canal Road, Avondale","14 Canal Rd, Avondale, Auckland 1026, New Zealand",-36.8938531,174.6893315,"14 Canal Rd, Avondale, Auckland 1026, New Zealand",-36.8938531,174.6893315,6,15,0.9361702127659575,0.8192771084337349
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10449,playground,,Canal Reserve,"4-12 Portage Road, Otahuhu","4-12 Portage Rd, Otahuhu, Auckland 1062, New Zealand",-36.9361754,174.8429264,"4-12 Portage Rd, Otahuhu, Auckland 1062, New Zealand",-36.9361754,174.8429264,6,14,0.94,0.8444444444444444
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10448,"playground, toilets",,Campbells Beach Reserve,"6 Campbell Road, Campbells Bay","6 Campbell Rd, Takapuna, Auckland 0622, New Zealand",-36.7854149,174.771692,"6 Campbell Rd, Royal Oak, Auckland 1061, New Zealand",-36.9112695,174.7768408,17,16,0.7961165048543689,0.8181818181818182
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10445,playground,Local Park - Leisure,Camelot Reserve,"Camelot Place, Glenfield","Camelot Reserve Camelot Pl, Glenfield, Auckland 0629, New Zealand",-36.781198,174.7261688,"Camelot Reserve Camelot Pl, Glenfield, Auckland 0629, New Zealand",-36.781198,174.7261688,16,27,0.8521739130434782,0.7378640776699029
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10440,playground,Local Park - Leisure,Caithness Park,"8R Hill Rise, Farm Cove","8 Hill Rise, Farm Cove, Auckland 2012, New Zealand",-36.8981435,174.8842517,"8 Hill Rise, Farm Cove, Auckland 2012, New Zealand",-36.8981435,174.8842517,6,16,0.9375,0.8095238095238095
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10437,playground,Local Park - Leisure,Cairnbrae Reserve,"Coast Road, Northcross","Cairnbrae Ct, Northcross, Auckland 0632, New Zealand",-36.7056407,174.7288521,"Cairnbrae Ct, Northcross, Auckland 0632, New Zealand",-36.7056407,174.7288521,13,17,0.8571428571428571,0.7608695652173914
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10436,"playground, toilets",Local Park - Leisure,Cadness Reserve,"Cadness Street, Northcote","Cadness Reserve Cadness St, Northcote, Auckland 0627, New Zealand",-36.8003419,174.7473075,"Cadness Reserve Cadness St, Northcote, Auckland 0627, New Zealand",-36.8003419,174.7473075,16,27,0.8521739130434782,0.7378640776699029
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10435,playground,Local Park - Leisure,Cadness Loop,"Cadness Street, Northcote","Cadness St, Northcote, Auckland 0627, New Zealand",-36.7988915,174.7487189,"Cadness St, Northcote, Auckland 0627, New Zealand",-36.7988915,174.7487189,10,16,0.875,0.7857142857142857
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10420,playground,Local Park - Leisure,Burswood Park,"170R Burswood Drive, East Tamaki","170 Burswood Dr, Burswood, Auckland 2013, New Zealand",-36.9218464,174.8956587,"170 Burswood Dr, Burswood, Auckland 2013, New Zealand",-36.9218464,174.8956587,16,15,0.780952380952381,0.8351648351648352
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=330,"Playground, table",Local green open space.,Buckley Reserve,"52 Buckley Road, Mt Roskill","52 Buckley Rd, Epsom, Auckland 1023, New Zealand",-36.9077804,174.7644019,"52 Buckley Rd, Epsom, Auckland 1023, New Zealand",-36.9077804,174.7644019,15,12,0.8041237113402062,0.8571428571428571
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10410,playground,Local Park - Leisure,Bucklands Beach Domain,"32R Morrow Avenue, Bucklands Beach","32 Morrow Ave, Bucklands Beach, Auckland 2012, New Zealand",-36.8624959,174.9036336,"32 Morrow Ave, Bucklands Beach, Auckland 2012, New Zealand",-36.8624959,174.9036336,6,22,0.9464285714285714,0.7659574468085106
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=10407,playground,Local Park - Leisure,Buckingham Common,"Next to 2 Buisson Glade, West Harbour","West Harbour, Auckland, New Zealand",-36.8187874,174.6296364,"Buckingham Cres, Manukau, Auckland 2025, New Zealand",-36.9809726,174.8721374,20,15,0.7777777777777778,0.8043478260869565
